accel_chest_x,accel_chest_y,accel_chest_z,ecg_1,ecg_2,accel_ankle_x,accel_ankle_y,accel_ankle_z,gyro_ankle_x,gyro_ankle_y,gyro_ankle_z,magnet_ankle_x,magnet_ankle_y,magnet_ankle_z,accel_arm_x,accel_arm_y,accel_arm_z,gyro_arm_x,gyro_arm_y,gyro_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,actividad
-9.8374,0.45372,0.3461,-0.17164,-0.36002,1.9179,-9.5484,0.60426,-0.17069,-0.91557,-0.52063,-0.15446,0.552,-0.86823,-2.5986,-9.336,1.3978,0.14706,-1.0965,-0.34267,-4.8586,-1.1242,-8.3892,0
-9.8917,0.13938,0.41254,-0.037677,-0.16745,1.9714,-9.6459,0.75617,-0.17069,-0.91557,-0.52063,0.017216,-0.36714,-0.57387,-2.715,-9.2143,1.5705,0.14706,-1.0965,-0.34267,-5.4082,-2.2221,-9.8332,0
-9.5548,0.4659,0.42088,0.054422,-0.054422,2.0717,-9.5176,0.7115,-0.17069,-0.91557,-0.52063,-0.33518,0.18684,-0.86097,-2.9083,-9.2198,2.0182,0.14706,-1.0965,-0.34267,-5.0548,-2.788,-11.626,0
-9.83,0.59182,0.68484,0.058608,-0.012559,2.2042,-9.5578,0.65874,-0.19109,-0.93246,-0.52849,0.02654,1.8346,-0.88468,-3.0976,-9.2533,1.6728,0.14706,-1.0965,-0.34267,-3.8072,-3.7004,-10.869,0
-9.7588,0.5652,0.38771,0.083726,0.025118,2.0422,-9.5965,0.74893,-0.19109,-0.93246,-0.52849,0.21126,1.0988,-1.0253,-2.8777,-8.9742,1.5825,0.14706,-1.0965,-0.34267,-1.6472,-3.1374,-6.8608,0
-9.9216,0.62392,0.41405,0.092098,0.0083726,1.9799,-9.4376,0.79792,-0.19109,-0.93246,-0.52849,-0.1458,0.55192,-1.157,-2.9849,-9.1645,1.5522,0.14706,-1.0965,-0.34267,-0.56609,-2.749,-3.2329,0
-10.007,0.3489,0.55772,0.11303,0.025118,1.7875,-9.6161,0.76624,-0.18738,-0.92683,-0.53242,0.20666,0.18142,-0.87175,-3.0077,-9.436,1.4032,0.1549,-1.0821,-0.35991,-0.41151,-5.2442,1.4883,0
-9.9587,0.46123,0.48362,0.14652,0.037677,1.9518,-9.705,0.78427,-0.18738,-0.92683,-0.53242,-0.15901,-0.1819,-0.7165,-2.6111,-9.5478,1.2205,0.1549,-1.0821,-0.35991,0.50617,-3.2425,2.9306,0
-9.81,0.60264,0.63318,0.054422,-0.041863,2.1636,-9.5476,0.69009,-0.18738,-0.92683,-0.53242,-0.69213,0.0069213,-0.99633,-2.6102,-9.3587,1.1258,0.1549,-1.0821,-0.35991,0.5008,-3.7797,3.6579,0
-9.6862,0.47047,0.84234,0.11722,0.012559,2.0736,-9.4757,0.94278,-0.18738,-0.92683,-0.53242,-0.70074,0.19049,-0.70939,-2.2199,-9.5781,1.1878,0.14902,-1.0924,-0.35345,0.68391,-3.4221,3.297,0
-9.8208,0.13073,0.33808,0.075353,-0.029304,1.9185,-9.6278,0.58988,-0.19109,-0.93996,-0.52652,-1.2384,-0.35459,-0.83749,-2.1199,-9.2791,1.0881,0.14902,-1.0924,-0.35345,0.50621,-3.2389,3.2916,0
-9.731,0.1842,0.13237,0.12559,0.016745,2.201,-9.441,0.45621,-0.19109,-0.93996,-0.52652,-1.4188,0.56465,-0.84307,-2.2812,-9.4082,1.1754,0.14902,-1.0924,-0.35345,0.68395,-3.4185,3.658,0
-9.6971,0.51105,0.81442,0.11303,0.012559,1.9993,-9.4886,0.64973,-0.19109,-0.93996,-0.52652,-1.4184,1.6656,-0.85409,-2.0268,-9.4363,1.3719,0.14902,-1.0924,-0.35345,1.0575,-1.9668,4.0119,0
-9.8205,0.62167,0.74016,0.17164,0.062794,1.9091,-9.657,0.64041,-0.20037,-0.91932,-0.54224,-1.771,1.4856,-1.1338,-1.9161,-9.3369,1.3144,0.13333,-1.0719,-0.34914,1.4256,-1.0667,3.6493,0
-10.14,0.42494,0.9014,0.31397,0.17164,1.9786,-9.6589,0.44309,-0.20037,-0.91932,-0.54224,-1.4143,1.1151,-0.99297,-2.3105,-9.4982,1.1813,0.13333,-1.0719,-0.34914,1.7973,0.19996,3.6441,0
-9.4801,0.27006,0.88746,0.28885,0.1214,1.8545,-9.4605,0.48302,-0.20037,-0.91932,-0.54224,-1.4186,1.1151,-0.84858,-2.3016,-9.6174,1.2587,0.13333,-1.0719,-0.34914,1.9858,1.0982,2.9168,0
-9.7318,0.22781,0.8205,0.20513,0.066981,1.9504,-9.7564,0.59418,-0.18924,-0.93246,-0.55599,-1.0531,0.74448,-0.99648,-2.4356,-9.347,1.3035,0.13922,-1.0739,-0.35345,1.6304,1.4611,2.5451,0
-9.5607,0.25874,0.92855,0.12977,0.012559,2.2222,-9.6002,0.37555,-0.18924,-0.93246,-0.55599,-0.33091,0.0033091,-1.0035,-2.561,-9.4548,1.5168,0.13922,-1.0739,-0.35345,1.2659,0.9166,2.1822,0
-9.5248,0.48281,0.78029,0.12559,0.0083726,2.222,-9.4604,0.49712,-0.18924,-0.93246,-0.55599,-0.15462,0.0015462,-0.86272,-2.6794,-9.1563,1.3651,0.13922,-1.0739,-0.35345,1.0791,0.19255,2.1857,0
-9.6623,0.28779,0.95222,-0.6112,-0.15489,2.081,-9.6485,0.49672,-0.18924,-0.93246,-0.55599,0.56344,-0.18912,-0.73088,-2.4003,-9.2159,1.4142,0.13922,-1.0739,-0.35345,1.0755,-0.17396,1.8283,0
-9.8787,0.50019,0.70818,0.95866,-0.012559,2.1619,-9.5592,0.51241,-0.17811,-0.90994,-0.5442,0.20666,0.18142,-0.87175,-2.4958,-9.3336,1.6375,0.11176,-1.0862,-0.34698,1.2587,0.1944,2.5503,0
-9.5749,0.46086,0.90464,-0.0083726,-0.13815,2.1141,-9.7161,0.67075,-0.17811,-0.90994,-0.5442,0.21543,0.5483,-1.1642,-2.6128,-9.215,1.4976,0.11176,-1.0862,-0.34698,0.89598,-0.16859,2.1857,0
-9.7321,0.23958,0.65314,0.13815,0.0083726,2.1024,-9.6975,0.54657,-0.17811,-0.90994,-0.5442,0.38738,0.54658,-0.87901,-2.5304,-9.1759,1.4058,0.11176,-1.0862,-0.34698,0.3501,-0.89634,1.46,0
-9.7805,0.13828,0.6335,0.11303,0.012559,2.0827,-9.8668,0.44415,-0.17811,-0.91745,-0.55206,0.57233,0.54474,-1.027,-2.6723,-9.3348,1.5228,0.12941,-1.0719,-0.34267,-0.016222,-1.6222,1.0989,0
-9.7955,0.38192,0.49753,0.092098,-0.016745,2.0587,-9.5205,0.42998,-0.17811,-0.91745,-0.55206,0.39166,0.36306,-1.0216,-2.6359,-9.1841,1.5929,0.12941,-1.0719,-0.34267,-0.3771,-1.8038,0.73252,0
-9.6537,0.3601,0.80083,0.11303,0.0,1.9871,-9.5107,0.41934,-0.17811,-0.91745,-0.55206,0.92889,-0.55975,-0.87878,-2.458,-9.2764,1.3591,0.12941,-1.0719,-0.34267,-0.73799,-1.9853,0.3661,0
-9.6424,0.30156,0.60609,0.11303,0.0083726,1.9573,-9.4798,0.53517,-0.17811,-0.91745,-0.55206,0.56339,-0.37261,-0.72904,-2.7116,-9.2054,1.4564,0.12941,-1.0719,-0.34267,-0.9248,-2.713,0.008634,0
-9.7452,0.39115,0.6352,0.1214,0.0083726,2.0713,-9.608,0.58198,-0.19109,-0.92495,-0.5442,1.1054,0.35592,-0.74717,-2.4068,-9.4861,1.3903,0.12549,-1.0513,-0.33836,-1.2893,-3.261,-0.7152,0
-9.7219,0.23632,0.98969,0.096285,-0.012559,2.0116,-9.6765,0.67171,-0.19109,-0.92495,-0.5442,0.74411,-0.0074411,-0.73631,-2.4172,-9.4561,1.3918,0.12549,-1.0513,-0.33836,-1.1025,-2.5334,-0.35773,0
-9.6133,0.36292,0.55898,0.087912,-0.041863,2.1848,-9.6767,0.64218,-0.19109,-0.92495,-0.5442,0.40027,0.17948,-1.3085,-2.284,-9.5169,1.3054,0.12549,-1.0513,-0.33836,-1.0971,-1.989,-0.36306,0
-9.7559,0.42068,0.70102,0.046049,-0.10047,1.9384,-9.5383,0.6258,-0.18367,-0.92308,-0.54813,0.57227,0.36125,-1.0252,-2.5514,-9.365,1.5005,0.12549,-1.0698,-0.3319,-0.73265,-1.4518,-0.72216,0
-9.7755,0.39063,0.65621,0.041863,-0.16745,2.2947,-9.4691,0.61199,-0.18367,-0.92308,-0.54813,0.57244,0.91171,-1.0307,-2.4859,-9.297,1.2956,0.12549,-1.0698,-0.3319,-0.73632,-1.8183,-1.0796,0
-9.7157,0.43139,0.68093,-0.020931,-0.19676,2.019,-9.5493,0.51147,-0.18367,-0.92308,-0.54813,0.75288,0.35944,-1.0288,-2.4386,-9.4157,1.425,0.12549,-1.0698,-0.3319,-0.91587,-1.8202,-1.4442,0
-9.8137,0.27882,0.68825,-0.012559,-0.20094,2.1725,-9.6489,0.45595,-0.18367,-0.92308,-0.54813,0.92906,-0.0092906,-0.88429,-2.4666,-9.3167,1.3258,0.12549,-1.0698,-0.3319,-0.37184,-1.2775,-1.0777,0
-9.848,0.48137,0.60122,0.029304,-0.15071,2.0923,-9.6874,0.5678,-0.17254,-0.92495,-0.54617,0.93339,-0.0093339,-1.0287,-2.6345,-9.2277,1.2261,0.11373,-1.0678,-0.36422,-0.1887,-0.91633,-1.0776,0
-9.7656,0.40124,0.61506,0.087912,-0.029304,2.0915,-9.3982,0.76975,-0.17254,-0.92495,-0.54617,1.1098,0.53936,-0.89339,-2.4685,-9.5354,1.4607,0.11373,-1.0678,-0.36422,-0.1887,-0.91633,-1.0776,0
-9.7828,0.24959,0.61194,0.17582,0.062794,1.876,-9.5194,0.53237,-0.17254,-0.92495,-0.54617,0.73545,-0.0073545,-0.44754,-2.5407,-9.2855,1.4524,0.11373,-1.0678,-0.36422,-0.0072942,-0.72942,-0.35386,0
-9.7939,0.30004,0.60595,0.17582,0.087912,2.0191,-9.5693,0.50006,-0.17625,-0.91932,-0.53438,0.57233,0.54474,-1.027,-2.36,-9.3455,1.4494,0.12549,-1.0657,-0.34483,-0.0091809,-0.91809,-1.074,0
-9.7092,0.61184,0.82349,0.19676,0.087912,2.038,-9.5707,0.35434,-0.17625,-0.91932,-0.53438,0.73994,0.54306,-0.59743,-2.4144,-9.4039,1.6131,0.12549,-1.0657,-0.34483,-0.36821,-0.91457,-1.0813,0
-9.562,0.32128,0.73418,0.17582,0.07954,1.9575,-9.4096,0.62201,-0.17625,-0.91932,-0.53438,0.55933,0.54487,-0.59384,-2.3745,-9.4171,1.2896,0.12549,-1.0657,-0.34483,-0.36832,-0.9254,-2.1642,0
-9.7712,0.17864,0.64766,0.18001,0.066981,2.1503,-9.5407,0.38822,-0.17069,-0.91557,-0.54224,0.38749,0.91356,-0.88269,-2.5874,-9.3563,1.3655,0.12549,-1.0657,-0.34483,0.17581,-0.37188,-0.71479,0
-9.633,0.33897,0.91472,0.16745,0.041863,2.1318,-9.4887,0.63021,-0.17069,-0.91557,-0.54224,0.37883,0.91364,-0.59391,-2.4133,-9.3079,1.2117,0.11373,-1.0411,-0.34698,0.17404,-0.54973,-0.35203,0
-9.7638,0.30896,0.75412,0.15908,0.041863,2.1202,-9.4502,0.52786,-0.17069,-0.91557,-0.54224,0.20244,0.54843,-0.73103,-2.3486,-9.2264,1.3616,0.11373,-1.0411,-0.34698,0.35359,-0.54787,0.012551,0
-9.6925,0.28213,0.47802,0.15908,0.037677,2.1107,-9.6394,0.41414,-0.17069,-0.91557,-0.54224,0.56383,1.0953,-0.74373,-2.4367,-9.3666,1.3442,0.11373,-1.0411,-0.34698,0.17033,-0.91985,-1.0704,0
-9.7945,0.33126,0.51402,0.15908,0.037677,2.0617,-9.5274,0.72133,-0.19295,-0.92683,-0.52259,0.5595,1.0953,-0.59934,-2.3193,-9.276,1.4008,0.1098,-1.0595,-0.33836,0.35529,-0.37725,-1.0722,0
-9.7448,0.36991,0.73856,0.19257,0.087912,2.021,-9.6673,0.59935,-0.19295,-0.92683,-0.52259,0.2111,0.54835,-1.0198,-2.1867,-9.1473,1.2718,0.1098,-1.0595,-0.33836,0.35704,-0.20302,-1.7959,0
-9.8789,0.51123,0.61443,0.36002,0.21769,2.1329,-9.6276,0.60245,-0.19295,-0.92683,-0.52259,0.56372,0.72831,-0.74006,-2.5559,-9.297,1.2956,0.1098,-1.0595,-0.33836,0.54388,0.52825,-1.0774,0
-9.6652,0.43294,0.57581,0.30141,0.12559,2.1312,-9.5493,0.5126,-0.19852,-0.9212,-0.53635,0.73994,0.54306,-0.59743,-2.5077,-9.436,1.4032,0.1098,-1.0595,-0.33836,0.90658,0.89125,-0.7128,0
-9.8955,0.32941,0.59807,0.12559,0.012559,2.0299,-9.4686,0.66145,-0.19852,-0.9212,-0.53635,0.92928,0.72465,-0.89163,-2.5134,-9.4075,1.2484,0.10784,-1.0595,-0.34914,0.90476,0.70979,-0.71102,0
-9.6315,0.26214,0.51833,0.10466,-0.03349,1.9265,-9.5199,0.48077,-0.19852,-0.9212,-0.53635,0.73989,0.35957,-0.59559,-2.4104,-9.4251,1.4871,0.10784,-1.0595,-0.34914,0.72525,0.71155,-0.71463,0
-9.6143,0.41327,0.57404,-0.025118,-0.03349,2.2956,-9.6483,0.51971,-0.19852,-0.9212,-0.53635,0.2066,-0.002066,-0.86991,-2.2768,-9.4662,1.3809,0.10784,-1.0595,-0.34914,0.54573,0.71331,-0.71824,0
-9.8555,0.34978,0.62095,-0.40607,-0.32653,1.9492,-9.6577,0.56786,-0.19852,-0.92495,-0.53242,0.73578,1.0936,-0.45855,-2.3504,-9.3653,1.4692,0.11373,-1.076,-0.34052,0.54388,0.52825,-1.0774,0
-9.8157,0.38014,0.65527,0.94192,0.24699,1.8378,-9.6569,0.65012,-0.19852,-0.92495,-0.53242,0.55505,0.72839,-0.45129,-2.3881,-9.2664,1.3596,0.11373,-1.076,-0.34052,0.54033,0.17257,-0.35193,0
-9.845,0.32991,0.59811,-0.28048,-0.25118,1.9998,-9.5581,0.62543,-0.19852,-0.92495,-0.53242,0.38299,0.36314,-0.73279,-2.5312,-9.3252,1.4817,0.11373,-1.076,-0.34052,0.72521,0.70794,-1.0756,0
-9.7329,0.2832,0.33075,0.087912,-0.020931,2.1213,-9.579,0.51101,-0.17811,-0.9137,-0.54224,0.73567,0.72659,-0.45488,-2.5018,-9.2153,1.4663,0.11373,-1.076,-0.34052,0.54025,0.16535,-1.0739,0
-9.7745,0.33987,0.68322,0.050235,-0.054422,2.0298,-9.6687,0.45353,-0.17811,-0.9137,-0.54224,0.55928,0.36138,-0.592,-2.525,-9.3239,1.6067,0.1098,-1.0637,-0.34483,0.71614,-0.19932,-1.0667,0
-9.6232,0.35378,0.45289,0.058608,-0.066981,2.2131,-9.6291,0.45734,-0.17811,-0.9137,-0.54224,0.55494,0.36142,-0.44761,-2.6467,-9.2569,1.308,0.1098,-1.0637,-0.34483,0.5367,-0.19034,-0.34837,0
-9.6628,0.30976,0.77525,0.062794,-0.029304,2.1757,-9.6357,0.78997,-0.17811,-0.9137,-0.54224,0.37872,0.54667,-0.59024,-2.6162,-9.2969,1.306,0.1098,-1.0637,-0.34483,0.53847,-0.012496,-0.71113,0
-9.7856,0.38948,0.76137,0.062794,-0.03349,2.2349,-9.6476,0.58163,-0.17811,-0.9137,-0.54224,0.55494,0.36142,-0.44761,-2.5934,-9.1351,1.4912,0.12157,-1.076,-0.35129,0.35718,-0.18858,-0.35198,0
-9.5062,0.56467,0.69293,0.07954,-0.041863,2.1534,-9.3875,0.85424,-0.17811,-0.9137,-0.54224,0.73567,0.72659,-0.45488,-2.4994,-9.2361,1.3924,0.12157,-1.076,-0.35129,-0.0073664,-0.73664,-1.0758,0
-9.7424,0.25083,0.52784,0.062794,-0.071167,2.1763,-9.7851,0.69918,-0.17811,-0.9137,-0.54224,0.38299,0.36314,-0.73279,-2.4683,-9.1966,1.3423,0.12157,-1.076,-0.35129,0.71984,0.17081,-0.34832,0
-9.9183,0.46059,0.58882,0.03349,-0.10884,2.1742,-9.6571,0.62222,-0.18924,-0.91932,-0.53438,0.20244,0.54843,-0.73103,-2.6238,-9.2346,1.5383,0.12157,-1.076,-0.35129,-0.0037012,-0.37012,-0.71839,0
-9.8339,0.28114,0.43583,0.012559,-0.17164,2.317,-9.6372,0.63506,-0.18924,-0.91932,-0.53438,0.74005,0.91003,-0.6011,-2.5613,-9.2355,1.4549,0.12745,-1.076,-0.36207,0.35892,-0.014346,-1.0757,0
-9.7844,0.33094,0.5561,-0.046049,-0.23025,2.1128,-9.6273,0.63351,-0.18924,-0.91932,-0.53438,0.02599,-0.0002599,-0.86632,-2.4091,-9.286,1.4003,0.12745,-1.076,-0.36207,0.35718,-0.18858,-0.35198,0
-9.5592,0.18381,0.34286,-0.075353,-0.27211,2.0169,-9.3114,0.54418,-0.19109,-0.92871,-0.5442,0.38321,1.0971,-0.74014,-2.4691,-9.2661,1.3909,0.12745,-1.076,-0.36207,0.53677,-0.18312,0.37358,0
-9.7324,0.25808,0.82323,-0.071167,-0.26792,1.8654,-9.6198,0.39183,-0.19109,-0.92871,-0.5442,0.38321,1.0971,-0.74014,-2.5119,-9.2352,1.4757,0.10784,-1.076,-0.32974,0.5368,-0.17951,0.73455,0
-9.6256,0.47129,0.82136,0.0,-0.1842,1.9171,-9.3692,0.70696,-0.19109,-0.92871,-0.5442,0.0261,0.36671,-0.86999,-2.5065,-9.5958,1.416,0.10784,-1.076,-0.32974,0.53858,-0.0016678,0.3718,0
-9.8763,0.38216,0.39229,0.07954,-0.050235,2.061,-9.5981,0.58237,-0.19109,-0.92871,-0.5442,0.38299,0.36314,-0.73279,-2.6233,-9.4673,1.2662,0.10784,-1.076,-0.32974,0.36088,0.18154,0.36641,0
-9.6852,0.4237,0.46971,0.11303,-0.020931,1.9699,-9.7574,0.50058,-0.17996,-0.92871,-0.53635,0.20671,0.36491,-0.87358,-2.5033,-9.2282,1.1844,0.10784,-1.076,-0.32974,0.0018506,0.18506,0.3592,0
-9.5965,0.53423,0.6165,0.12977,0.0,1.9082,-9.5778,0.63394,-0.17996,-0.92871,-0.53635,-0.15446,0.552,-0.86823,-2.5364,-9.4464,1.361,0.11961,-1.0657,-0.34052,0.36814,0.90735,0.3593,0
-9.7551,0.37959,0.771,0.12977,-0.03349,2.0929,-9.6268,0.68542,-0.17996,-0.92871,-0.53635,0.3831,0.73011,-0.73646,-2.6277,-9.333,1.7,0.11961,-1.0657,-0.34052,0.18685,0.73127,0.71845,0
-9.7155,0.42182,0.62744,0.14652,-0.0083726,2.0104,-9.6077,0.61263,-0.18924,-0.9137,-0.53242,0.56372,0.72831,-0.74006,-2.3774,-9.2733,1.6718,0.11961,-1.0657,-0.34052,0.0037012,0.37012,0.71839,0
-9.7418,0.21888,0.69338,0.13815,-0.020931,1.9468,-9.5501,0.4378,-0.18924,-0.9137,-0.53242,0.56805,0.72826,-0.88444,-2.2265,-9.4862,1.3799,0.12157,-1.0616,-0.36207,-0.54029,-0.16896,0.71291,0
-9.8598,0.56787,1.0301,0.12977,-0.029304,2.0111,-9.647,0.64192,-0.18924,-0.9137,-0.53242,0.2111,0.54835,-1.0198,-2.5774,-9.2766,1.3383,0.12157,-1.0616,-0.36207,0.17596,-0.35744,0.72912,0
-9.5913,0.27042,0.74013,0.11722,-0.050235,2.0389,-9.4998,0.51415,-0.18924,-0.9137,-0.53242,0.39593,0.17953,-1.1641,-2.5595,-9.3955,1.4469,0.12157,-1.0616,-0.36207,0.17578,-0.37549,-1.0758,0
-9.5577,0.61294,0.86569,0.13815,-0.020931,1.9136,-9.3827,0.34167,-0.1744,-0.92495,-0.53831,0.92478,0.17424,-0.74174,-2.5541,-9.4571,1.2876,0.12157,-1.0616,-0.36207,-0.0018867,-0.18867,-0.72017,0
-9.6698,0.66217,0.88065,0.1842,0.046049,1.9394,-9.6673,0.59853,-0.1744,-0.92495,-0.53831,0.92906,-0.0092906,-0.88429,-2.5762,-9.1873,1.2698,0.10784,-1.078,-0.36638,0.18137,0.1833,0.36281,0
-9.8171,0.44961,0.77731,0.34328,0.13396,1.9486,-9.6783,0.48349,-0.1744,-0.92495,-0.53831,0.92895,-0.37626,-0.88062,-2.6169,-9.207,1.3001,0.10784,-1.078,-0.36638,-0.0018145,-0.18145,0.0017782,0
-9.8284,0.51247,0.54086,0.29304,0.083726,2.1429,-9.5679,0.63678,-0.19295,-0.93246,-0.54028,0.92034,-0.19269,-0.59368,-2.7385,-9.3958,1.4156,0.10784,-1.078,-0.36638,0.36085,0.17793,0.0054376,0
-9.8644,0.28925,0.60498,0.11303,-0.054422,2.2227,-9.5197,0.50457,-0.19295,-0.93246,-0.54028,0.74411,-0.0074411,-0.73631,-2.5994,-9.1264,1.3562,0.1,-1.0616,-0.35129,0.54588,0.72775,0.72566,0
-9.7052,0.41236,0.57395,0.058608,-0.11722,1.9991,-9.4788,0.6398,-0.19295,-0.93246,-0.54028,0.92511,1.2752,-0.75275,-2.6019,-9.2652,1.4847,0.1,-1.0616,-0.35129,0.90306,0.53917,0.37368,0
-9.9166,0.37682,0.88655,-0.16745,-0.11303,2.1637,-9.7875,0.45935,-0.19666,-0.92871,-0.52849,0.92539,2.1926,-0.76193,-2.6129,-9.3944,1.5615,0.1,-1.0616,-0.35129,0.72532,0.71877,0.0073187,0
-9.5232,0.4043,0.55218,-0.10884,-0.41026,1.9088,-9.6873,0.57639,-0.19666,-0.92871,-0.52849,1.2861,0.5376,-0.7526,-2.6494,-9.4853,1.4737,0.1,-1.0616,-0.35129,0.54033,0.17257,-0.35193,0
-9.7411,0.18882,0.66963,0.51073,-0.096285,2.0217,-9.7366,0.59589,-0.19666,-0.92871,-0.52849,0.9159,-0.55962,-0.44562,-2.4641,-9.3142,1.576,0.12745,-1.0637,-0.35776,0.174,-0.55333,-0.71301,0
-9.5798,0.20126,0.59706,-0.17582,-0.3056,2.2166,-9.6956,0.7353,-0.19666,-0.92871,-0.52849,0.73983,0.17609,-0.59376,-2.3757,-9.5861,1.3853,0.12745,-1.0637,-0.35776,-0.19055,-1.1014,-1.4368,0
-9.6887,0.089478,0.55542,-0.016745,-0.16745,2.1035,-9.5164,0.83688,-0.18182,-0.92495,-0.53045,0.38733,0.3631,-0.87718,-2.287,-9.4694,1.0578,0.12745,-1.0637,-0.35776,0.17578,-0.37549,-1.0758,0
-9.6343,0.40182,0.6888,-0.03349,-0.18838,1.9679,-9.4794,0.57696,-0.18182,-0.92495,-0.53045,0.56366,0.54482,-0.73822,-2.1052,-9.3272,1.2836,0.1,-1.0657,-0.3556,0.17752,-0.20126,-1.7995,0
-9.8356,0.36354,0.27482,-0.050235,-0.21769,2.335,-9.6696,0.36278,-0.18182,-0.92495,-0.53045,0.38305,0.54663,-0.73463,-2.2643,-9.2976,1.2435,0.1,-1.0657,-0.3556,0.18478,0.52455,-1.8066,0
-10.113,0.58017,0.55748,-0.054422,-0.2135,2.2031,-9.5789,0.52225,-0.18182,-0.92871,-0.53635,0.37899,1.4641,-0.59942,-2.3333,-9.577,1.3024,0.1,-1.0657,-0.3556,0.37144,1.2378,-2.893,0
-10.029,0.4209,0.4063,-0.046049,-0.20094,2.1319,-9.5487,0.57513,-0.18182,-0.92871,-0.53635,0.19833,1.2824,-0.59399,-2.4241,-9.477,1.297,0.1,-1.0657,-0.3556,0.19549,1.5952,-3.6222,0
-9.5669,0.56649,0.45098,-0.07954,-0.2428,2.0298,-9.5687,0.55228,-0.18182,-0.92871,-0.53635,0.20238,0.36495,-0.7292,-2.5521,-9.3249,1.5129,0.10588,-1.0739,-0.34914,0.37326,1.4192,-2.8948,0
-9.7579,0.52232,0.63648,-0.07954,-0.25536,2.1234,-9.577,0.71947,-0.18182,-0.92871,-0.53635,0.021768,0.36675,-0.7256,-2.4543,-9.4371,1.2886,0.10588,-1.0739,-0.34914,0.73955,2.1415,-2.8947,0
-9.7446,0.35993,0.72713,-0.12559,-0.30979,2.0308,-9.5577,0.66742,-0.19109,-0.92871,-0.52652,0.56383,1.0953,-0.74373,-2.4437,-9.3543,1.574,0.10588,-1.0739,-0.34914,0.92643,2.8764,-1.8153,0
-9.6323,0.30229,0.543,-0.17164,-0.37258,1.9995,-9.6084,0.54999,-0.19109,-0.92871,-0.52652,0.39171,0.54654,-1.0234,-2.6756,-9.1842,1.5825,0.12745,-1.0637,-0.3556,0.56373,2.5134,-2.1799,0
-9.7934,0.2785,0.74085,-0.19676,-0.42282,2.0516,-9.5573,0.70932,-0.19109,-0.92871,-0.52652,0.74877,1.0934,-0.89171,-2.425,-9.294,1.5978,0.12745,-1.0637,-0.3556,0.73784,1.9709,-1.81,0
-9.9286,0.4691,0.73696,-0.2135,-0.46886,2.0398,-9.4589,0.6412,-0.16512,-0.91932,-0.52652,0.74433,0.7265,-0.74365,-2.7027,-9.2748,1.5154,0.12745,-1.0637,-0.3556,1.0933,1.6081,-1.4383,0
-9.7137,0.33017,0.7034,-0.17582,-0.42282,2.1729,-9.5185,0.62914,-0.16512,-0.91932,-0.52652,0.74433,0.7265,-0.74365,-2.55,-9.4551,1.4856,0.12745,-1.0637,-0.3556,1.2746,1.7914,-1.0755,0
-9.7933,0.27009,0.57168,-0.10047,-0.29723,2.2953,-9.6885,0.45519,-0.16512,-0.91932,-0.52652,0.38744,0.73007,-0.88085,-2.4538,-9.3742,1.5834,0.11765,-1.0821,-0.34267,1.4525,1.619,0.012859,0
-9.5674,0.59297,0.83231,-0.012559,-0.19676,1.8751,-9.3803,0.58098,-0.16512,-0.91932,-0.52652,0.21121,0.91532,-1.0235,-2.7063,-9.3966,1.3427,0.11765,-1.0821,-0.34267,1.0862,0.89671,0.012756,0
-9.7042,0.36138,0.622,0.029304,-0.14652,2.0109,-9.6372,0.632,-0.17069,-0.91182,-0.53242,0.030431,0.36667,-1.0144,-2.5432,-9.288,1.2023,0.11765,-1.0821,-0.34267,0.54573,0.71331,-0.71824,0
-9.4299,0.28434,0.52033,0.037677,-0.13815,2.2341,-9.5084,0.64067,-0.17069,-0.91182,-0.53242,0.38321,1.0971,-0.74014,-2.3683,-9.3062,1.3784,0.10588,-1.0698,-0.33405,0.55118,1.2577,-0.72357,0
-9.6712,0.22652,1.0099,0.071167,-0.11303,1.9291,-9.6173,0.64259,-0.17069,-0.91182,-0.53242,0.030652,1.1006,-1.0217,-2.4443,-9.2444,1.5586,0.10588,-1.0698,-0.33405,0.54744,0.88394,-1.8029,0
-9.727,0.49046,0.82309,0.041863,-0.14652,1.9894,-9.5783,0.58264,-0.17996,-0.92871,-0.52063,0.37877,0.73016,-0.59208,-2.368,-9.416,1.4042,0.10588,-1.0698,-0.33405,-0.17251,0.7023,-2.5375,0
-9.8199,0.59087,0.79002,0.016745,-0.15489,2.1334,-9.6571,0.62181,-0.17996,-0.92871,-0.52063,0.2156,1.0988,-1.1697,-2.6688,-9.3459,1.4077,0.10588,-1.0698,-0.33405,0.012377,1.2377,-3.2612,0
-9.7256,0.4192,0.87983,0.012559,-0.15908,1.7951,-9.5587,0.56085,-0.17996,-0.92871,-0.52063,0.74444,1.0935,-0.74732,-2.5619,-9.1854,1.4574,0.13137,-1.0801,-0.32974,0.010598,1.0598,-2.8985,0
-9.8163,0.40883,0.81574,0.058608,-0.13815,2.0728,-9.6765,0.6619,-0.19295,-0.92871,-0.53045,0.92483,0.35772,-0.74357,-2.6567,-9.2038,1.6231,0.13137,-1.0801,-0.32974,0.36778,0.87126,-3.2505,0
-9.7413,0.19849,0.7126,0.020931,-0.14233,1.9707,-9.6665,0.6718,-0.19295,-0.92871,-0.53045,0.93339,-0.0093339,-1.0287,-2.6514,-9.3849,1.5099,0.13137,-1.0801,-0.32974,-0.17795,0.15795,-2.5322,0
